0.256010090	93
0.256019747	39
0.256023444	59
0.256026605	94
0.256029876	66
0.256032910	87
0.256035888	80
0.256039279	85
0.256042235	25
0.256045175	60
1.357108548	60
1.357129782	25
1.357139217	85
1.357147502	80
1.357158003	38
1.357166672	88
1.357174624	30
1.357182308	86
1.357190537	57
1.357198728	90
1.357206439	98
1.357214478	72
1.357222215	20
1.357229725	69
1.357238097	16
1.357245852	3
1.357253336	50
1.357260773	56
1.357268149	36
1.357275436	75
1.357282869	9
1.357290817	51
1.357298321	47
1.357305627	77
1.357313037	35
1.357320444	61
1.357327824	100
1.357342985	71
1.357350349	41
1.357359663	27
1.357367915	97
1.357376846	4
1.357384539	23
1.357392577	46
1.357400212	74
1.357407962	11
1.357415770	49
1.357423371	64
1.357431014	6
1.457264572	72
1.457282086	98
1.457290718	90
1.457298529	57
1.457307680	86
1.457316369	30
1.457324307	88
1.457332790	38
1.457342960	12
1.457350938	99
1.457358599	21
1.457366236	63
1.459490970	6
1.459508974	64
1.459517430	49
1.459525381	11
1.459533559	74
1.459541985	46
1.459550655	23
1.459559007	4
1.459567118	97
1.459575180	27
1.459583135	41
1.459591390	71
1.459608662	100
1.459616550	61
1.459624398	35
1.459632303	77
1.459642255	47
1.459650294	51
1.459658051	9
1.459666313	75
1.459675414	36
1.459683466	56
1.459691364	50
1.459700267	3
1.459731688	16
1.459747664	69
1.459762280	20
2.562607364	20
2.562618699	69
2.562622539	16
2.562625836	3
2.562629293	50
2.562632554	56
2.562636175	36
2.562640555	75
2.562644278	9
2.662742168	93
2.662760199	51
2.662769256	47
2.662777392	77
2.662785413	35
2.662793682	61
2.662803761	100
2.662819968	71
3.763999666	71
3.764032136	100
3.764040719	61
3.764048820	35
3.764056692	77
3.864209844	47
3.864231546	51
3.864240740	9
3.864249520	75
3.864258437	36
3.864267154	56
4.965486087	56
4.965509734	36
4.965520120	75
4.965529275	9
5.065697467	93
5.065723112	51
5.065733405	47
5.065742292	77
6.166933102	77
6.217093724	47
6.267254561	51
6.317415876	9
7.418686720	9
7.518895127	47
8.720193896	47
9.120597576	75
9.521106064	75
9.921508678	36
10.321963875	36
10.722356537	35
11.122864236	35
11.523372961	35
11.923768099	61
12.324217582	61
12.724568162	100
13.124978739	100
13.525452814	100
14.726477315	50
15.126933434	50
15.527395784	50
15.927898782	3
16.328346824	3
16.728844065	16
17.129300739	16
17.529841329	16
17.930274234	69
18.330797920	69
18.731189246	41
19.131648602	41
19.532172686	41
20.332992357	27
21.133748267	97
21.934660849	93
22.735381389	97
23.536074497	4
24.336774136	23
25.137512547	46
25.938428694	46
26.739321873	74
27.540215394	11
28.341091280	49
29.141944564	64
29.942855378	64
30.743671381	6
31.544441117	63
32.345243727	21
33.146022755	99
33.946929154	93
34.747631706	99
35.548391349	12
36.349060599	38
37.149714809	88
37.950628554	88
38.751454172	30
39.552295486	86
40.353148356	57
41.153986335	90
41.954901156	90
42.755653585	98
43.556413380	72
44.357194425	80
45.157960963	85
45.958874654	93
46.759601876	85
47.560311772	25
48.361209567	91
49.162095111	10
49.963007095	10
50.763763057	28
51.564621635	52
52.365448730	2
53.166257179	24
53.967167958	24
54.767949436	44
55.568661276	89
56.369436059	78
57.170170053	54
57.971084219	93
58.771748678	54
59.572622342	42
60.373503921	31
61.174363466	19
61.975267799	19
62.776044480	37
63.576813259	68
64.377633743	13
65.178430358	73
65.979337916	73
66.780091291	55
67.580831890	8
68.381556850	34
69.182259499	84
69.983176695	93
70.784060208	84
71.584921804	67
72.385773725	96
73.186609193	79
73.987519310	79
74.788273138	26
75.589073236	48
76.389851363	82
77.190615689	22
77.991545921	22
78.792275171	5
79.592939761	17
80.393846600	40
81.194742244	45
81.995598782	93
82.796412877	45
83.597256874	70
84.398086698	43
85.198899748	76
85.999811488	76
86.800591630	95
87.601363908	14
88.402113941	18
89.202842503	92
90.003784706	92
91.605383827	62
92.406261203	81
93.207120504	29
94.008029141	93
94.808859039	29
95.609674397	65
96.410475683	32
97.211259871	1
98.012117174	1
98.812878123	83
99.613620305	58
100.414348683	33
101.215072017	15
102.015998286	15
