0.001163513	1	1	229	0
0.002921471	1	75	229	0
0.007535248	1	1523	251	0
0.008742352	1	2971	274	0
0.009801668	1	4419	296	0
0.011079991	1	5867	319	0
0.012295775	1	7315	342	0
0.013524564	1	8763	364	0
0.014761832	1	10211	387	0
0.015994371	1	11659	410	0
0.017284467	1	13107	432	0
0.018546733	1	14555	455	0
0.019834862	1	16003	477	0
0.021084789	1	17451	500	0
0.022360334	1	18899	523	0
0.023530768	1	20347	545	0
0.024777246	1	21795	568	0
0.026012755	1	23243	591	0
0.027242652	1	24691	613	0
0.028270874	1	26139	636	0
0.029534173	1	27587	658	0
0.030731220	1	29035	681	0
0.032004601	1	30483	704	0
0.033249926	1	31931	726	0
0.034493019	1	33379	749	0
0.035777485	1	34827	772	0
0.037035806	1	36275	794	0
0.038252632	1	37723	817	0
0.039493400	1	39171	839	0
0.040787645	1	40619	862	0
0.042018323	1	42067	885	0
0.043259151	1	43515	907	0
0.044590129	1	44963	930	0
0.045801494	1	46411	953	0
0.046780431	1	47859	975	0
0.048030664	1	49307	998	0
0.049278625	1	50755	1020	0
0.050536691	1	52203	1043	0
0.051803738	1	53651	1066	0
0.053046050	1	55099	1088	0
0.054269939	1	56547	1111	0
0.055519874	1	57995	1134	0
0.056798213	1	59443	1156	0
0.058020034	1	60891	1179	0
0.059266518	1	62339	1201	0
0.060515171	1	63787	1224	0
0.061786060	1	65235	1247	0
0.063010744	1	66683	1269	0
0.064249183	1	68131	1292	0
0.065247949	1	69579	1315	0
0.066501158	1	71027	1337	0
0.067757100	1	72475	1360	0
0.068994951	1	73923	1382	0
0.070233249	1	75371	1405	0
0.071490257	1	76819	1428	0
0.072739775	1	78267	1444	0
0.073980036	1	79715	1444	0
0.075259409	1	81163	1444	0
0.076499716	1	82611	1444	0
0.077739127	1	84059	1444	0
0.079026193	1	85507	1444	0
0.080330551	1	86955	1444	0
0.081546659	1	88403	1444	0
0.082514100	1	89851	1444	0
0.083757062	1	91299	1444	0
0.085006019	1	92747	1444	0
0.086249305	1	94195	1444	0
0.087497572	1	95643	1444	0
0.088746962	1	97091	1444	0
0.089978625	1	98539	1444	0
0.092507662	1	101435	1444	0
0.095002767	1	104331	1444	0
0.097484842	1	107227	1444	0
0.100010622	1	110123	1444	0
0.102262542	1	113019	1444	0
0.104762612	1	115915	1444	0
0.107254370	1	118811	1444	0
0.109739601	1	121707	1444	0
0.112240016	1	124603	1444	0
0.114772319	1	127499	1444	0
0.117344296	1	130395	1444	0
0.119546080	1	133291	1444	0
0.122011088	1	136187	1444	0
0.124510980	1	139083	1444	0
0.127011687	1	141979	1444	0
0.129523992	1	144875	1444	0
0.132024256	1	147771	1444	0
0.134525287	1	150667	1444	0
0.136775302	1	153563	1444	0
0.139276466	1	156459	1444	0
0.141779862	1	159355	1444	0
0.144277987	1	162251	1444	0
0.146779573	1	165147	1444	0
