0.000000000	80
0.000016436	443
0.001286345	22
0.001296800	53
0.001305614	80
0.001314378	23
0.001532883	21
0.001534992	25
0.001535397	35
0.001535702	24
0.001536008	86
0.001536316	43
0.002293243	22
0.002316378	22
0.002344736	41
0.002353576	87
0.002361867	94
0.002370357	93
0.002379777	84
0.002388575	15
0.002573539	76
0.002582785	55
0.002590901	91
0.002599209	10
0.002609430	52
0.002617917	57
0.002823516	18
0.002833105	59
0.002841133	4
0.002849771	98
0.002858262	44
0.002866464	79
0.003094161	38
0.003108115	67
0.003328205	69
0.003341953	97
0.003591359	33
0.003604639	73
0.003616651	7
0.003629097	45
0.003641243	66
0.003654057	77
0.003842650	11
0.003856167	29
0.003868500	100
0.003880598	20
0.003892728	51
0.003904893	62
0.004088845	6
0.004102769	96
0.004115106	32
0.004126863	88
0.004350283	50
0.004363402	13
0.004375883	31
0.004387949	47
0.004401672	72
0.004415775	75
0.004429470	39
0.004441491	5
0.004599890	70
0.004613444	49
0.004625715	85
0.004637525	36
0.004649023	26
0.004660993	48
0.004846330	9
0.004859787	99
0.004871944	81
0.004883630	82
0.004895889	60
0.004907970	1
0.005100787	19
0.005114114	30
0.005126146	42
0.005137831	12
0.005149650	90
0.005161905	28
0.005174466	78
0.005187603	65
0.005298037	7
0.005328869	7
0.005362256	3
0.005375090	83
0.005386941	14
0.005398651	54
0.005410368	64
0.005424079	89
0.005604950	40
0.005618196	46
0.005630337	68
0.005642432	63
0.005654507	74
0.005666394	16
0.005679277	56
0.005691230	95
0.005850314	17
0.005863555	2
0.005875966	37
0.005889842	27
0.005902040	61
0.005913872	71
0.006094817	58
0.006108169	8
0.006120039	34
0.006132276	92
0.008081888	19
0.008117985	19
