Time	Seq	Ack	Win	Len
0.384807390	443163	1	227	1448
0.386057326	444611	1	227	1448
0.387308429	446059	1	227	1448
0.388558809	447507	1	227	1448
0.389808036	448955	1	227	1448
0.390809702	450403	1	227	1448
0.392059126	451851	1	227	1448
0.393315590	453299	1	227	1448
0.394544959	454747	1	227	1448
0.395807085	456195	1	227	1448
0.397051260	457643	1	227	1448
0.398302055	459091	1	227	1448
0.399570802	460539	1	227	1448
0.400813961	461987	1	227	1448
0.402062273	463435	1	227	1448
0.403313146	464883	1	227	1448
0.404563300	466331	1	227	1448
0.405797170	467779	1	227	1448
0.407063049	469227	1	227	1448
0.408063375	470675	1	227	1448
0.409314512	472123	1	227	1448
0.410564669	473571	1	227	1448
0.411814234	475019	1	227	1448
0.413055594	476467	1	227	1448
0.414318998	477915	1	227	1448
0.415550084	479363	1	227	1448
0.416816795	480811	1	227	1448
0.418067402	482259	1	227	1448
0.419317442	483707	1	227	1448
0.420568151	485155	1	227	1448
0.421818359	486603	1	227	1448
0.423068349	488051	1	227	1448
0.424319093	489499	1	227	1448
0.425569188	490947	1	227	1448
0.426552768	492395	1	227	1448
0.427802697	493843	1	227	1448
0.429053618	495291	1	227	1448
0.430305347	496739	1	227	1448
0.431583197	498187	1	227	1448
0.432854171	499635	1	227	1448
0.434095212	501083	1	227	1448
0.435330992	502531	1	227	1448
0.436574550	503979	1	227	1448
0.437824059	505427	1	227	1448
0.439074191	506875	1	227	1448
0.440324796	508323	1	227	1448
0.441573567	509771	1	227	1448
0.442824178	511219	1	227	1448
0.444074451	512667	1	227	1448
0.445074200	514115	1	227	1448
0.446323039	515563	1	227	1448
0.447575056	517011	1	227	1448
0.448824476	518459	1	227	1448
0.450075117	519907	1	227	1448
0.451331423	521355	1	227	1448
0.452581889	522803	1	227	1448
0.453832106	524251	1	227	1448
0.455081454	525699	1	227	1448
0.456331638	527147	1	227	1448
0.457582591	528595	1	227	1448
0.458825986	530043	1	227	1448
0.460076859	531491	1	227	1448
0.461333040	532939	1	227	1448
0.462340476	534387	1	227	1448
0.463584629	535835	1	227	1448
0.464835451	537283	1	227	1448
0.466063292	538731	1	227	1448
0.467342049	540179	1	227	1448
0.468565217	541627	1	227	1448
0.469817835	543075	1	227	1448
0.471077241	544523	1	227	1448
0.472339065	545971	1	227	1448
0.473582208	547419	1	227	1448
0.474832669	548867	1	227	1448
0.476082422	550315	1	227	1448
0.477332858	551763	1	227	1448
0.478565219	553211	1	227	1448
0.479832821	554659	1	227	1448
0.480833275	556107	1	227	1448
0.482083027	557555	1	227	1448
0.483316334	559003	1	227	1448
0.484583409	560451	1	227	1448
0.485833374	561899	1	227	1448
0.487084067	563347	1	227	1448
0.488331322	564795	1	227	1448
0.489583342	566243	1	227	1448
0.490834412	567691	1	227	1448
0.492084382	569139	1	227	1448
0.493334763	570587	1	227	1448
0.494585287	572035	1	227	1448
0.495834943	573483	1	227	1448
0.497084928	574931	1	227	1448
0.498318715	576379	1	227	1448
0.499319644	577827	1	227	1448
0.500570315	579275	1	227	1448
0.501822289	580723	1	227	1448
0.503076843	582171	1	227	1448
0.504346676	583619	1	227	1448
0.505597728	585067	1	227	1448
0.506834497	586515	1	227	1448
0.508096867	587963	1	227	1448
0.509340799	589411	1	227	1448
0.510589908	590859	1	227	1448
0.511840199	592307	1	227	1448
0.513089898	593755	1	227	1448
0.514340994	595203	1	227	1448
0.515590441	596651	1	227	1448
0.516590981	598099	1	227	1448
0.517841790	599547	1	227	1448
0.519092927	600995	1	227	1448
0.520341812	602443	1	227	1448
0.521592789	603891	1	227	1448
0.522841460	605339	1	227	1448
0.524092001	606787	1	227	1448
0.525341713	608235	1	227	1448
0.526592599	609683	1	227	1448
0.527842289	611131	1	227	1448
0.529093393	612579	1	227	1448
0.530343705	614027	1	227	1448
0.531576970	615475	1	227	1448
0.532827840	616923	1	227	1448
0.534078023	618371	1	227	1448
0.535077150	619819	1	227	1448
0.536329325	621267	1	227	1448
0.537585876	622715	1	227	1448
0.538865483	624163	1	227	1448
0.540098653	625611	1	227	1448
0.541341385	627059	1	227	1448
0.542615649	628507	1	227	1448
0.543847198	629955	1	227	1448
0.545096565	631403	1	227	1448
0.546348071	632851	1	227	1448
0.547596777	634299	1	227	1448
0.548846849	635747	1	227	1448
0.550097220	637195	1	227	1448
0.551347660	638643	1	227	1448
0.552598602	640091	1	227	1448
0.553598304	641539	1	227	1448
0.554848974	642987	1	227	1448
0.556098344	644435	1	227	1448
0.557349501	645883	1	227	1448
0.558599917	647331	1	227	1448
0.559849935	648779	1	227	1448
0.561099769	650227	1	227	1448
0.562351756	651675	1	227	1448
0.563601172	653123	1	227	1448
0.564851402	654571	1	227	1448
0.566102063	656019	1	227	1448
0.567352343	657467	1	227	1448
0.568609146	658915	1	227	1448
0.569859981	660363	1	227	1448
0.570860493	661811	1	227	1448
0.572110508	663259	1	227	1448
0.573362859	664707	1	227	1448
0.574610681	666155	1	227	1448
0.575859213	667603	1	227	1448
0.577108047	669051	1	227	1448
0.578358300	670499	1	227	1448
0.579607181	671947	1	227	1448
0.580858915	673395	1	227	1448
0.582109511	674843	1	227	1448
0.583359912	676291	1	227	1448
0.584610556	677739	1	227	1448
0.585860653	679187	1	227	1448
0.587110424	680635	1	227	1448
0.588360677	682083	1	227	1448
0.589360143	683531	1	227	1448
0.590610981	684979	1	227	1448
0.591860784	686427	1	227	1448
0.593110965	687875	1	227	1448
0.594361841	689323	1	227	1448
0.595611479	690771	1	227	1448
0.596861925	692219	1	227	1448
0.598113728	693667	1	227	1448
0.599363105	695115	1	227	1448
0.600614439	696563	1	227	1448
0.601864883	698011	1	227	1448
0.603115302	699459	1	227	1448
0.604372914	700907	1	227	1448
0.605621803	702355	1	227	1448
0.606623072	703803	1	227	1448
0.607850373	705251	1	227	1448
0.609101524	706699	1	227	1448
0.610384909	708147	1	227	1448
0.611637349	709595	1	227	1448
0.612871913	711043	1	227	1448
0.614126667	712491	1	227	1448
0.615369592	713939	1	227	1448
0.616618347	715387	1	227	1448
0.617868435	716835	1	227	1448
0.619119044	718283	1	227	1448
0.620369764	719731	1	227	1448
0.621619620	721179	1	227	1448
0.622869691	722627	1	227	1448
0.624119806	724075	1	227	1448
0.625119991	725523	1	227	1448
0.626370594	726971	1	227	1448
0.627621047	728419	1	227	1448
0.628871742	729867	1	227	1448
0.630122626	731315	1	227	1448
0.631372427	732763	1	227	1448
0.632623135	734211	1	227	1448
0.633873544	735659	1	227	1448
0.635124930	737107	1	227	1448
0.636374606	738555	1	227	1448
0.637625465	740003	1	227	1448
0.638875645	741451	1	227	1448
0.640110389	742899	1	227	1448
0.641360735	744347	1	227	1448
0.642360526	745795	1	227	1448
0.643611116	747243	1	227	1448
0.644862080	748691	1	227	1448
0.646139232	750139	1	227	1448
0.647364599	751587	1	227	1448
0.648613351	753035	1	227	1448
0.649879803	754483	1	227	1448
0.651137113	755931	1	227	1448
0.652380617	757379	1	227	1448
0.653630270	758827	1	227	1448
0.654880795	760275	1	227	1448
0.656131121	761723	1	227	1448
0.657382418	763171	1	227	1448
0.658631438	764619	1	227	1448
0.659882777	766067	1	227	1448
0.660882519	767515	1	227	1448
0.662132852	768963	1	227	1448
0.663384415	770411	1	227	1448
0.664634261	771859	1	227	1448
0.665884880	773307	1	227	1448
0.667134580	774755	1	227	1448
0.668385651	776203	1	227	1448
0.669635276	777651	1	227	1448
0.670885838	779099	1	227	1448
0.672135957	780547	1	227	1448
0.673387094	781995	1	227	1448
0.674636762	783443	1	227	1448
0.675887499	784891	1	227	1448
0.677143502	786339	1	227	1448
0.678370911	787787	1	227	1448
0.679371709	789235	1	227	1448
0.680640529	790683	1	227	1448
0.681899688	792131	1	227	1448
0.683125617	793579	1	227	1448
0.684376667	795027	1	227	1448
0.685650393	796475	1	227	1448
0.686893022	797923	1	227	1448
0.688143371	799371	1	227	1448
0.689393317	800819	1	227	1448
0.690643728	802267	1	227	1448
0.691893404	803715	1	227	1448
0.693143407	805163	1	227	1448
0.694394251	806611	1	227	1448
0.695643622	808059	1	227	1448
0.696643690	809507	1	227	1448
0.697894176	810955	1	227	1448
0.699144928	812403	1	227	1448
0.700378342	813851	1	227	1448
0.701646239	815299	1	227	1448
0.702895780	816747	1	227	1448
0.704154804	818195	1	227	1448
0.705396580	819643	1	227	1448
0.706630526	821091	1	227	1448
0.707897029	822539	1	227	1448
0.709147713	823987	1	227	1448
0.710399016	825435	1	227	1448
0.711632865	826883	1	227	1448
0.712881889	828331	1	227	1448
0.714132995	829779	1	227	1448
0.715134477	831227	1	227	1448
0.716402988	832675	1	227	1448
0.717643810	834123	1	227	1448
0.718903532	835571	1	227	1448
0.720147302	837019	1	227	1448
0.721407260	838467	1	227	1448
0.722654227	839915	1	227	1448
0.723904115	841363	1	227	1448
0.725153931	842811	1	227	1448
0.726404859	844259	1	227	1448
0.727655982	845707	1	227	1448
0.728906141	847155	1	227	1448
0.730155933	848603	1	227	1448
0.731406207	850051	1	227	1448
0.732406839	851499	1	227	1448
0.733657104	852947	1	227	1448
0.734907214	854395	1	227	1448
0.736157886	855843	1	227	1448
0.737412512	857291	1	227	1448
0.738658187	858739	1	227	1448
0.739908226	860187	1	227	1448
0.741159166	861635	1	227	1448
0.742409109	863083	1	227	1448
0.743642555	864531	1	227	1448
0.744908971	865979	1	227	1448
0.746159246	867427	1	227	1448
0.747392385	868875	1	227	1448
0.748642790	870323	1	227	1448
0.749891984	871771	1	227	1448
0.750893245	873219	1	227	1448
0.752167524	874667	1	227	1448
0.753422348	876115	1	227	1448
0.754657595	877563	1	227	1448
0.755895218	879011	1	227	1448
0.757151116	880459	1	227	1448
0.758396165	881907	1	227	1448
0.759661290	883355	1	227	1448
0.760911194	884803	1	227	1448
0.762162638	886251	1	227	1448
0.763411415	887699	1	227	1448
0.764661110	889147	1	227	1448
0.765912312	890595	1	227	1448
0.767162181	892043	1	227	1448
0.768412481	893491	1	227	1448
0.769413224	894939	1	227	1448
0.770669975	896387	1	227	1448
0.771912598	897835	1	227	1448
0.773162138	899283	1	227	1448
0.774412193	900731	1	227	1448
0.775645963	902179	1	227	1448
0.776912477	903627	1	227	1448
0.778161937	905075	1	227	1448
0.779412259	906523	1	227	1448
0.780662309	907971	1	227	1448
0.781911994	909419	1	227	1448
0.783145904	910867	1	227	1448
0.784395073	912315	1	227	1448
0.785646509	913763	1	227	1448
0.786900370	915211	1	227	1448
0.787920624	916659	1	227	1448
0.789171490	918107	1	227	1448
0.790406572	919555	1	227	1448
0.791675492	921003	1	227	1448
0.792924515	922451	1	227	1448
0.794165617	923899	1	227	1448
0.795414863	925347	1	227	1448
0.796664279	926795	1	227	1448
0.797914833	928243	1	227	1448
0.799165557	929691	1	227	1448
0.800415549	931139	1	227	1448
0.801666157	932587	1	227	1448
0.802916235	934035	1	227	1448
0.804167105	935483	1	227	1448
0.805166197	936931	1	227	1448
0.806416780	938379	1	227	1448
0.807666478	939827	1	227	1448
0.808917684	941275	1	227	1448
0.810167467	942723	1	227	1448
0.811418272	944171	1	227	1448
0.812668233	945619	1	227	1448
0.813918694	947067	1	227	1448
0.815171315	948515	1	227	1448
0.816419271	949963	1	227	1448
0.817669941	951411	1	227	1448
0.818933915	952859	1	227	1448
0.820184183	954307	1	227	1448
0.821434300	955755	1	227	1448
0.822684508	957203	1	227	1448
0.823684254	958651	1	227	1448
0.824930462	960099	1	227	1448
0.826157530	961547	1	227	1448
0.827408270	962995	1	227	1448
0.828680453	964443	1	227	1448
0.829921272	965891	1	227	1448
0.831175489	967339	1	227	1448
0.832425562	968787	1	227	1448
0.833675711	970235	1	227	1448
0.834927107	971683	1	227	1448
0.836177335	973131	1	227	1448
0.837427205	974579	1	227	1448
0.838677967	976027	1	227	1448
0.839927972	977475	1	227	1448
0.841178136	978923	1	227	1448
0.842178910	980371	1	227	1448
0.843429193	981819	1	227	1448
0.844680652	983267	1	227	1448
0.845930328	984715	1	227	1448
0.847181160	986163	1	227	1448
0.848430893	987611	1	227	1448
0.849665389	989059	1	227	1448
0.850932664	990507	1	227	1448
0.852184129	991955	1	227	1448
0.853440543	993403	1	227	1448
0.854667999	994851	1	227	1448
0.855917699	996299	1	227	1448
0.857169243	997747	1	227	1448
0.858419374	999195	1	227	1448
0.859422209	1000643	1	227	1448
0.860711015	1002091	1	227	1448
0.861924013	1003539	1	227	1448
0.863173116	1004987	1	227	1448
0.864435788	1006435	1	227	1448
0.865705590	1007883	1	227	1448
0.866947742	1009331	1	227	1448
0.868176558	1010779	1	227	1448
0.869442267	1012227	1	227	1448
0.870691589	1013675	1	227	1448
0.871941374	1015123	1	227	1448
0.873192552	1016571	1	227	1448
0.874448574	1018019	1	227	1448
0.875699714	1019467	1	227	1448
0.876694401	1020915	1	227	1448
0.877928155	1022363	1	227	1448
0.879180106	1023811	1	227	1448
0.880430723	1025259	1	227	1448
0.881680932	1026707	1	227	1448
0.882955369	1028155	1	227	1448
0.884205865	1029603	1	227	1448
0.885434594	1031051	1	227	1448
0.886684773	1032499	1	227	1448
0.887934752	1033947	1	227	1448
0.889188888	1035395	1	227	1448
0.890440280	1036843	1	227	1448
0.891687132	1038291	1	227	1448
0.892937507	1039739	1	227	1448
0.894203696	1041187	1	227	1448
0.895194392	1042635	1	227	1448
0.896439637	1044083	1	227	1448
0.897689861	1045531	1	227	1448
0.898953891	1046979	1	227	1448
0.900219198	1048427	1	227	1448
0.901440794	1049875	1	227	1448
0.902695064	1051323	1	227	1448
0.903942284	1052771	1	227	1448
0.905194218	1054219	1	227	1448
0.906445881	1055667	1	227	1448
0.907695443	1057115	1	227	1448
0.908973942	1058563	1	227	1448
0.910200360	1060011	1	227	1448
0.911471836	1061459	1	227	1448
0.912469163	1062907	1	227	1448
0.913724868	1064355	1	227	1448
0.914962631	1065803	1	227	1448
0.916213071	1067251	1	227	1448
0.917465348	1068699	1	227	1448
0.918713565	1070147	1	227	1448
0.919965005	1071595	1	227	1448
0.921214646	1073043	1	227	1448
0.922464823	1074491	1	227	1448
0.923714867	1075939	1	227	1448
0.924965770	1077387	1	227	1448
0.926215874	1078835	1	227	1448
0.927467290	1080283	1	227	1448
0.928724304	1081731	1	227	1448
0.929974643	1083179	1	227	1448
0.930969310	1084627	1	227	1448
0.932219629	1086075	1	227	1448
0.933471115	1087523	1	227	1448
0.934732638	1088971	1	227	1448
0.935974570	1090419	1	227	1448
0.937234505	1091867	1	227	1448
0.938477148	1093315	1	227	1448
0.939723562	1094763	1	227	1448
0.940972696	1096211	1	227	1448
0.942223011	1097659	1	227	1448
0.943473030	1099107	1	227	1448
0.944724079	1100555	1	227	1448
0.945973895	1102003	1	227	1448
0.947224524	1103451	1	227	1448
0.948225189	1104899	1	227	1448
0.949474585	1106347	1	227	1448
0.950727443	1107795	1	227	1448
0.951979278	1109243	1	227	1448
0.953226815	1110691	1	227	1448
0.954479264	1112139	1	227	1448
0.955728046	1113587	1	227	1448
0.956980952	1115035	1	227	1448
0.958231975	1116483	1	227	1448
0.959482527	1117931	1	227	1448
0.960733612	1119379	1	227	1448
0.961984525	1120827	1	227	1448
0.963234649	1122275	1	227	1448
0.964468767	1123723	1	227	1448
0.965468795	1125171	1	227	1448
0.966720463	1126619	1	227	1448
0.967971289	1128067	1	227	1448
0.969239400	1129515	1	227	1448
0.970486708	1130963	1	227	1448
0.971737996	1132411	1	227	1448
0.973023195	1133859	1	227	1448
0.974246443	1135307	1	227	1448
0.975491538	1136755	1	227	1448
0.976740154	1138203	1	227	1448
0.977990665	1139651	1	227	1448
0.979241244	1141099	1	227	1448
0.980490913	1142547	1	227	1448
0.981742089	1143995	1	227	1448
0.982992050	1145443	1	227	1448
0.983992779	1146891	1	227	1448
0.985243335	1148339	1	227	1448
0.986493593	1149787	1	227	1448
0.987744245	1151235	1	227	1448
0.988993765	1152683	1	227	1448
0.990244597	1154131	1	227	1448
0.991494954	1155579	1	227	1448
0.992745758	1157027	1	227	1448
0.993995551	1158475	1	227	1448
0.995246435	1159923	1	227	1448
0.996496506	1161371	1	227	1448
0.997731568	1162819	1	227	1448
0.998996687	1164267	1	227	1448
1.000232513	1165715	1	227	1448
1.001232673	1167163	1	227	1448
1.002483386	1168611	1	227	1448
1.003732439	1170059	1	227	1448
1.004984216	1171507	1	227	1448
1.006236465	1172955	1	227	1448
1.007508893	1174403	1	227	1448
1.008760669	1175851	1	227	1448
1.009995144	1177299	1	227	1448
1.011243165	1178747	1	227	1448
1.012503715	1180195	1	227	1448
1.013753693	1181643	1	227	1448
1.015004093	1183091	1	227	1448
1.016254901	1184539	1	227	1448
1.017505647	1185987	1	227	1448
1.018756006	1187435	1	227	1448
1.019756779	1188883	1	227	1448
1.021008026	1190331	1	227	1448
1.022258167	1191779	1	227	1448
1.023508406	1193227	1	227	1448
1.024758478	1194675	1	227	1448
1.026009484	1196123	1	227	1448
1.027259938	1197571	1	227	1448
1.028511929	1199019	1	227	1448
1.029762093	1200467	1	227	1448
1.031011793	1201915	1	227	1448
1.032263457	1203363	1	227	1448
1.033513408	1204811	1	227	1448
1.034763938	1206259	1	227	1448
1.036014871	1207707	1	227	1448
1.037014633	1209155	1	227	1448
1.038251240	1210603	1	227	1448
1.039502738	1212051	1	227	1448
1.040752341	1213499	1	227	1448
1.042003991	1214947	1	227	1448
1.043254491	1216395	1	227	1448
1.044506719	1217843	1	227	1448
1.045765249	1219291	1	227	1448
1.047008050	1220739	1	227	1448
1.048273972	1222187	1	227	1448
1.049521736	1223635	1	227	1448
1.050777023	1225083	1	227	1448
1.052016986	1226531	1	227	1448
1.053266376	1227979	1	227	1448
1.054518048	1229427	1	227	1448
1.055518659	1230875	1	227	1448
1.056768807	1232323	1	227	1448
1.058025203	1233771	1	227	1448
1.059269035	1235219	1	227	1448
1.060519157	1236667	1	227	1448
1.061770291	1238115	1	227	1448
1.063013621	1239563	1	227	1448
1.064270876	1241011	1	227	1448
1.065521680	1242459	1	227	1448
1.066773369	1243907	1	227	1448
